# COG	func	name
COG0511	HI	Biotin carboxyl carrier protein
COG0512	EH	Anthranilate/para-aminobenzoate synthase component II
COG0513	L	Superfamily II DNA and RNA helicase
COG0514	L	Superfamily II DNA helicase RecQ
COG0515	T	Serine/threonine protein kinase
COG0516	F	IMP dehydrogenase/GMP reductase
COG0517	T	CBS domain
COG0518	F	GMP synthase - Glutamine amidotransferase domain
COG0519	F	GMP synthase, PP-ATPase domain/subunit
COG0520	E	Selenocysteine lyase/Cysteine desulfurase
COG0521	H	Molybdopterin biosynthesis enzyme MoaB
COG0522	J	Ribosomal protein S4 or related protein
COG0523	R	GTPase, G3E family
COG0524	G	Sugar or nucleoside kinase, ribokinase family
COG0525	J	Valyl-tRNA synthetase
COG0526	O	Thiol-disulfide isomerase or thioredoxin
COG0527	E	Aspartokinase
COG0528	F	Uridylate kinase
COG0529	P	Adenylylsulfate kinase or related kinase
COG0530	P	Ca2+/Na+ antiporter
COG0531	E	Amino acid transporter
COG0532	J	Translation initiation factor IF-2, a GTPase
COG0533	J	tRNA A37 threonylcarbamoyltransferase TsaD
COG0534	V	Na+-driven multidrug efflux pump
COG0535	R	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family
COG0536	DL	GTPase involved in cell partioning and DNA repair
COG0537	FGR	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase
COG0538	C	Isocitrate dehydrogenase
COG0539	J	Ribosomal protein S1
COG0540	F	Aspartate carbamoyltransferase, catalytic chain
COG0541	U	Signal recognition particle GTPase
COG0542	O	ATP-dependent Clp protease ATP-binding subunit ClpA
COG0543	HC	NAD(P)H-flavin reductase
COG0544	O	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
COG0545	O	FKBP-type peptidyl-prolyl cis-trans isomerase
COG0546	C	Phosphoglycolate phosphatase, HAD superfamily
COG0547	E	Anthranilate phosphoribosyltransferase
COG0548	E	Acetylglutamate kinase
COG0549	E	Carbamate kinase
COG0550	L	DNA topoisomerase IA
COG0551	L	ssDNA-binding Zn-finger and Zn-ribbon domains of topoisomerase 1
COG0552	U	Signal recognition particle GTPase
COG0553	KL	Superfamily II DNA or RNA helicase, SNF2 family
COG0554	C	Glycerol kinase
COG0555	P	ABC-type sulfate transport system, permease component
COG0556	L	Excinuclease UvrABC helicase subunit UvrB
COG0557	K	Exoribonuclease R
COG0558	I	Phosphatidylglycerophosphate synthase
COG0559	E	Branched-chain amino acid ABC-type transport system, permease component
COG0560	E	Phosphoserine phosphatase
COG0561	HR	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
COG0562	M	UDP-galactopyranose mutase
COG0563	F	Adenylate kinase or related kinase
COG0564	J	Pseudouridylate synthase, 23S rRNA- or tRNA-specific
COG0565	J	tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase
COG0566	J	tRNA G18 (ribose-2'-O)-methylase SpoU
COG0567	C	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes
COG0568	K	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
COG0569	P	Trk K+ transport system, NAD-binding component
COG0571	K	dsRNA-specific ribonuclease
COG0572	F	Uridine kinase
COG0573	P	ABC-type phosphate transport system, permease component
COG0574	G	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
COG0575	I	CDP-diglyceride synthetase
COG0576	O	Molecular chaperone GrpE (heat shock protein)
COG0577	V	ABC-type antimicrobial peptide transport system, permease component
COG0578	C	Glycerol-3-phosphate dehydrogenase
COG0579	G	L-2-hydroxyglutarate oxidase LhgO
COG0580	G	Glycerol uptake facilitator and related aquaporins (Major Intrinsic Protein Family)
COG0581	P	ABC-type phosphate transport system, permease component
COG0582	LX	Integrase
COG0583	K	DNA-binding transcriptional regulator, LysR family
COG0584	I	Glycerophosphoryl diester phosphodiesterase
COG0585	J	tRNA(Glu) U13 pseudouridine synthase TruD
COG0586	S	Uncharacterized membrane protein DedA, SNARE-associated domain
COG0587	L	DNA polymerase III, alpha subunit
COG0588	G	Phosphoglycerate mutase (BPG-dependent)
COG0589	T	Nucleotide-binding universal stress protein,  UspA family
COG0590	J	tRNA(Arg) A34 adenosine deaminase TadA
COG0591	E	Na+/proline symporter
COG0592	L	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog
COG0593	L	Chromosomal replication initiation ATPase DnaA
COG0594	J	RNase P protein component
COG0595	J	mRNA degradation ribonuclease J1/J2
COG0596	HR	Pimeloyl-ACP methyl ester carboxylesterase
COG0597	MU	Lipoprotein signal peptidase
COG0598	P	Mg2+ and Co2+ transporter CorA
COG0599	R	Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family
COG0600	P	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
COG0601	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component
COG0602	R	Organic radical activating enzyme
COG0603	J	7-cyano-7-deazaguanine synthase (queuosine biosynthesis)
COG0604	CR	NADPH:quinone reductase or related Zn-dependent oxidoreductase
COG0605	P	Superoxide dismutase
COG0606	O	Predicted ATPase with chaperone activity
COG0607	P	Rhodanese-related sulfurtransferase
COG0608	L	Single-stranded DNA-specific exonuclease, DHH superfamily, may be involved in archaeal DNA replication intiation
COG0609	P	ABC-type Fe3+-siderophore transport system, permease component
COG0610	V	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...
COG0611	H	Thiamine monophosphate kinase
COG0612	R	Predicted Zn-dependent peptidase
COG0613	R	Predicted metal-dependent phosphoesterase TrpH, contains PHP domain
COG0614	P	ABC-type Fe3+-hydroxamate transport system, periplasmic component
COG0615	M	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family
COG0616	O	Periplasmic serine protease, ClpP class
COG0617	J	tRNA nucleotidyltransferase/poly(A) polymerase
COG0618	F	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs
COG0619	H	Energy-coupling factor transporter transmembrane protein EcfT
COG0620	E	Methionine synthase II (cobalamin-independent)
COG0621	J	tRNA A37 methylthiotransferase MiaB
COG0622	R	Predicted phosphodiesterase
COG0623	I	Enoyl-[acyl-carrier-protein] reductase (NADH)
COG0624	E	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase
COG0625	O	Glutathione S-transferase
COG0626	E	Cystathionine beta-lyase/cystathionine gamma-synthase
COG0627	V	S-formylglutathione hydrolase FrmB
COG0628	R	Predicted PurR-regulated permease PerM
COG0629	L	Single-stranded DNA-binding protein
COG0630	U	Type IV secretory pathway ATPase VirB11/Archaellum biosynthesis ATPase
COG0631	T	Serine/threonine protein phosphatase PrpC
COG0632	L	Holliday junction resolvasome RuvABC DNA-binding subunit
COG0633	C	Ferredoxin
COG0634	F	Hypoxanthine-guanine phosphoribosyltransferase
COG0635	H	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase
COG0636	C	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K
COG0637	GR	Beta-phosphoglucomutase or related phosphatase, HAD superfamily
COG0638	O	20S proteasome, alpha and beta subunits
COG0639	T	Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family
COG0640	K	DNA-binding transcriptional regulator, ArsR family
COG0641	O	Sulfatase maturation enzyme AslB, radical SAM superfamily
COG0642	T	Signal transduction histidine kinase
COG0643	NT	Chemotaxis protein histidine kinase CheA
COG0644	C	Dehydrogenase (flavoprotein)
COG0645	R	Predicted kinase
COG0646	E	Methionine synthase I (cobalamin-dependent), methyltransferase domain
COG0647	F	Ribonucleotide monophosphatase NagD, HAD superfamily
COG0648	L	Endonuclease IV
COG0649	C	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)
COG0650	C	Formate hydrogenlyase subunit 4
COG0651	CP	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0652	O	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653	U	Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0654	HC	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0655	C	Multimeric flavodoxin WrbA
COG0656	Q	Aldo/keto reductase, related to diketogulonate reductase
COG0657	I	Acetyl esterase/lipase
COG0658	R	Predicted membrane metal-binding protein
COG0659	P	Sulfate permease or related transporter, MFS superfamily
COG0661	HT	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family
COG0662	G	Mannose-6-phosphate isomerase, cupin superfamily
COG0663	R	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily
COG0664	T	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0665	E	Glycine/D-amino acid oxidase (deaminating)
COG0666	T	Ankyrin repeat
COG0667	R	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)
COG0668	M	Small-conductance mechanosensitive channel
COG0669	H	Phosphopantetheine adenylyltransferase
COG0670	R	Integral membrane protein, interacts with FtsH
COG0671	I	Membrane-associated phospholipid phosphatase
COG0672	P	High-affinity Fe2+/Pb2+ permease
COG0673	R	Predicted dehydrogenase
COG0674	C	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit
COG0675	X	Transposase
COG0676	G	D-hexose-6-phosphate mutarotase
COG0677	M	UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0678	O	Peroxiredoxin
COG0679	R	Predicted permease
COG0680	C	Ni,Fe-hydrogenase maturation factor
COG0681	U	Signal peptidase I
COG0682	M	Prolipoprotein diacylglyceryltransferase
COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component
COG0684	J	Regulator of RNase E activity RraA
COG0685	E	5,10-methylenetetrahydrofolate reductase
COG0686	E	Alanine dehydrogenase
COG0687	E	Spermidine/putrescine-binding periplasmic protein
COG0688	I	Phosphatidylserine decarboxylase
COG0689	J	Ribonuclease PH
COG0690	U	Preprotein translocase subunit SecE
COG0691	O	tmRNA-binding protein
COG0692	L	Uracil DNA glycosylase
COG0693	R	Putative intracellular protease/amidase
COG0694	O	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain
COG0695	O	Glutaredoxin
COG0696	G	Phosphoglycerate mutase (BPG-independent, AlkP superfamily)
COG0697	GER	Permease of the drug/metabolite transporter (DMT) superfamily
COG0698	G	Ribose 5-phosphate isomerase RpiB
COG0699	L	Replication fork clamp-binding protein CrfC (dynamin-like GTPase family)
COG0700	S	Spore maturation protein SpmB (function unknown)
COG0701	S	Uncharacterized membrane protein YraQ, UPF0718 family
COG0702	R	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains
COG0703	E	Shikimate kinase
COG0704	P	Phosphate uptake regulator
COG0705	O	Membrane associated serine protease, rhomboid family
COG0706	M	Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins
COG0707	M	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
COG0708	L	Exonuclease III
COG0709	E	Selenophosphate synthase
COG0710	E	3-dehydroquinate dehydratase
COG0711	C	FoF1-type ATP synthase, membrane subunit b or b'
COG0712	C	FoF1-type ATP synthase, delta subunit
COG0713	C	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)
COG0714	R	MoxR-like ATPase
COG0715	P	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component
COG0716	C	Flavodoxin
COG0717	F	Deoxycytidine triphosphate deaminase
COG0718	R	Conserved DNA-binding protein YbaB (function unknown)
COG0719	O	Fe-S cluster assembly scaffold protein SufB
COG0720	H	6-pyruvoyl-tetrahydropterin synthase
COG0721	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
COG0722	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
COG0723	C	Rieske Fe-S protein
COG0724	J	 RNA recognition motif (RRM) domain
COG0725	P	ABC-type molybdate transport system, periplasmic component
COG0726	GM	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family
COG0727	R	Fe-S-cluster containining protein
COG0728	M	Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase
COG0729	M	Outer membrane translocation and assembly module TamA
COG0730	S	Uncharacterized membrane protein YfcA
COG0731	J	Wyosine [tRNA(Phe)-imidazoG37] synthetase, radical SAM superfamily
COG0732	V	Restriction endonuclease S subunit
COG0733	R	Na+-dependent transporter, SNF family
COG0735	P	Fe2+ or Zn2+ uptake regulation protein
COG0736	I	Phosphopantetheinyl transferase (holo-ACP synthase)
COG0737	FV	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family
COG0738	G	Fucose permease
COG0739	M	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain
COG0740	O	ATP-dependent protease ClpP, protease subunit
COG0741	M	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
COG0742	J	16S rRNA G966 N2-methylase RsmD
COG0743	I	1-deoxy-D-xylulose 5-phosphate reductoisomerase
COG0744	M	Membrane carboxypeptidase (penicillin-binding protein)
COG0745	TK	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
COG0746	H	Molybdopterin-guanine dinucleotide biosynthesis protein A
COG0747	E	ABC-type transport system, periplasmic component
COG0748	P	Putative heme iron utilization protein
COG0749	L	DNA polymerase I - 3'-5' exonuclease and polymerase domains
COG0750	OK	Membrane-associated protease RseP, regulator of RpoE activity
COG0751	J	Glycyl-tRNA synthetase, beta subunit
COG0752	J	Glycyl-tRNA synthetase, alpha subunit
COG0753	P	Catalase
COG0754	E	Glutathionylspermidine synthase
COG0755	O	ABC-type transport system involved in cytochrome c biogenesis, permease component
COG0756	FV	dUTPase
COG0757	E	3-dehydroquinate dehydratase
COG0758	L	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake
COG0759	M	Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ
COG0760	O	Parvulin-like peptidyl-prolyl isomerase
COG0761	I	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH
COG0762	S	Uncharacterized conserved protein YggT, Ycf19 family
COG0763	M	Lipid A disaccharide synthetase
COG0764	I	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase
COG0765	E	ABC-type amino acid transport system, permease component
COG0766	M	UDP-N-acetylglucosamine enolpyruvyl transferase
COG0767	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, permease component MlaE
COG0768	DM	Cell division protein FtsI/penicillin-binding protein 2
COG0769	M	UDP-N-acetylmuramyl tripeptide synthase
COG0770	M	UDP-N-acetylmuramyl pentapeptide synthase
COG0771	M	UDP-N-acetylmuramoylalanine-D-glutamate ligase
COG0772	D	Bacterial cell division protein FtsW, lipid II flippase
COG0773	M	UDP-N-acetylmuramate-alanine ligase
COG0774	M	UDP-3-O-acyl-N-acetylglucosamine deacetylase
COG0775	F	Nucleoside phosphorylase
COG0776	L	Bacterial nucleoid DNA-binding protein
COG0777	I	Acetyl-CoA carboxylase beta subunit
COG0778	C	Nitroreductase
COG0779	J	Ribosome maturation factor RimP
COG0780	J	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily
COG0781	K	Transcription termination factor NusB
COG0782	K	Transcription elongation factor, GreA/GreB family
COG0783	PV	DNA-binding ferritin-like protein (oxidative damage protectant)
COG0784	T	CheY chemotaxis protein or a CheY-like REC (receiver) domain
COG0785	CO	Cytochrome c biogenesis protein CcdA
COG0786	E	Na+/glutamate symporter
COG0787	M	Alanine racemase
COG0788	F	Formyltetrahydrofolate hydrolase
COG0789	K	DNA-binding transcriptional regulator, MerR family
COG0790	T	TPR repeat
COG0791	M	Cell wall-associated hydrolase, NlpC family
COG0792	L	Predicted endonuclease distantly related to archaeal Holliday junction resolvase
COG0793	O	C-terminal processing protease CtpA/Prc, contains a PDZ domain
COG0794	GM	D-arabinose 5-phosphate isomerase GutQ
COG0795	MN	Lipopolysaccharide export LptBFGC system, permease protein LptF
COG0796	M	Glutamate racemase
COG0797	M	Rare lipoprotein A, peptidoglycan hydrolase digesting "naked" glycans, contains C-terminal SPOR domain
COG0798	P	Arsenite efflux pump ArsB, ACR3 family
COG0799	J	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits
COG0800	G	2-keto-3-deoxy-6-phosphogluconate aldolase
COG0801	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase
COG0802	J	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE
COG0803	P	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA
COG0804	E	Urease alpha subunit
COG0805	U	Sec-independent protein secretion pathway component TatC
COG0806	J	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing
COG0807	H	GTP cyclohydrolase II
COG0809	J	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
COG0810	M	Periplasmic protein TonB, links inner and outer membranes
COG0811	U	Biopolymer transport protein ExbB/TolQ
COG0812	M	UDP-N-acetylenolpyruvoylglucosamine reductase
COG0813	F	Purine-nucleoside phosphorylase
COG0814	E	Amino acid permease
COG0815	M	Apolipoprotein N-acyltransferase
COG0816	K	RNase H-fold protein, predicted Holliday junction resolvase in Firmicutes and mycoplasms, involved in anti-termination at Rho-dependent terminators
COG0817	L	Holliday junction resolvasome RuvABC endonuclease subunit
COG0818	I	Diacylglycerol kinase
COG0819	H	Thiaminase
COG0820	J	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37
COG0821	I	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE
COG0822	O	NifU homolog involved in Fe-S cluster formation
COG0823	U	Periplasmic component of the Tol biopolymer transport system
COG0824	I	Acyl-CoA thioesterase FadM
COG0825	I	Acetyl-CoA carboxylase alpha subunit
COG0826	O	Collagenase-like protease, PrtC family
COG0827	L	Adenine-specific DNA methylase
COG0828	J	Ribosomal protein S21
COG0829	O	Urease accessory protein UreH
COG0830	O	Urease accessory protein UreF
COG0831	E	Urease gamma subunit
COG0832	E	Urease beta subunit
COG0833	E	Amino acid permease
COG0834	ET	ABC-type amino acid transport/signal transduction system, periplasmic component/domain
COG0835	NT	Chemotaxis signal transduction protein
COG0836	M	Mannose-1-phosphate guanylyltransferase
COG0837	G	Glucokinase
COG0838	C	NADH:ubiquinone oxidoreductase subunit 3 (chain A)
COG0839	C	NADH:ubiquinone oxidoreductase subunit 6 (chain J)
COG0840	NT	Methyl-accepting chemotaxis protein
COG0841	V	Multidrug efflux pump subunit AcrB
COG0842	V	ABC-type multidrug transport system, permease component
COG0843	C	Heme/copper-type cytochrome/quinol oxidase, subunit 1
COG0845	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)
COG0846	O	NAD-dependent protein deacetylase, SIR2 family
COG0847	L	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease
COG0848	U	Biopolymer transport protein ExbD
COG0849	D	Cell division ATPase FtsA
COG0850	D	Septum formation inhibitor MinC
COG0851	D	Septum formation topological specificity factor MinE
COG0852	C	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)
COG0853	H	Aspartate 1-decarboxylase
COG0854	H	Pyridoxine 5'-phosphate synthase PdxJ
COG0855	P	Polyphosphate kinase
COG0856	F	Orotate phosphoribosyltransferase homolog
